date,mid,attempted_charges,declined_charges,successful_charges,unique_cycle_attempts,declined_unique_cycle_attempts,successful_unique_cycle_attempts,cycle_1_attempts,cycle_1_success,cycle_1_revenue,cycle_1_decline,renewal_attempts,renewal_success,renewal_decline,renewal_success_rate,successful_offers,item_quantity,successful_customers,gross_product_revenue,net_product_revenue,total_revenue,processed,adjustments,adjustment_rate,refunds,refund_rate,refunded_revenue,refunded_revenue_rate,voids,void_rate,voided_revenue,void_revenue_rate,chargebacks,chargeback_rate,chargeback_revenue,chargeback_revenue_rate,alerts,alert_rate,alert_revenue,alert_revenue_rate,net_revenue,cost_of_revenue,chargeback_fees,chargeback_fees_rate,processing_fees,processing_fees_rate,profit,profit_margin,UniquePlusLLC,BrightAdvantageLLC,DiamondSphereLLC,DiamondsphereLLC,BrightAdvantagellc,ClearPoulseLLC,SpecifiConLLC,PrimeSmartSolutionsLLC,charge_dp1_v3,charge_dp1_v1,cardtype_visa,cardtype_mastercard,dayofweek_monday,dayofweek_sunday,dayofweek_friday,dayofweek_wednesday,dayofweek_saturday,dayofweek_thursday,dayofweek_tuesday,bankissuer_the_bancorp_bank_national_association,bankissuer_wells_fargo_bank_national_association,bankissuer_stride_bank_national_association,bankissuer_credit_one_bank_national_association,bankissuer_other,bankissuer_jpmorgan_chase_bank_na,bankissuer_capital_one_national_association,bankissuer_bank_of_america_national_association,bankissuer_jpmorgan_chase_bank_na_-_debit,bankissuer_citibank_na,shipstate_oh,shipstate_ny,shipstate_az,shipstate_other,shipstate_wi,shipstate_pa,shipstate_il,shipstate_mi,shipstate_ga,shipstate_nc,shipstate_tn,shipstate_fl,shipstate_ca,shipstate_tx,shipstate_in,shipstate_mo,success_charge_ratess
01/09/2025,17,10,7,3,10,7,3,10,3,38.67,7,0,0,0,0,3,3,3,38.67,38.67,38.67,38.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.67,3.92,0,0,3.92,0.01956,34.75,2.8044,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.3
02/09/2025,17,15,12,3,15,12,3,15,3,38.67,12,0,0,0,0,3,3,3,38.67,38.67,38.67,38.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.67,4.92,0,0,4.92,0.01304,33.75,2.8044,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2
03/09/2025,17,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.2,0,-0.2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
04/09/2025,17,7,6,1,7,6,1,7,1,12.89,6,0,0,0,0,1,1,1,12.89,12.89,12.89,12.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.89,2.04,0,0,2.04,0.009314286,10.85,0.9348,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143
05/09/2025,17,4,3,1,4,3,1,4,1,12.89,3,0,0,0,0,1,1,1,12.89,12.89,12.89,12.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.89,1.44,0,0,1.44,0.0163,11.45,0.9348,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25
06/09/2025,17,1,0,1,1,0,1,1,1,12.89,0,0,0,0,0,1,1,1,12.89,12.89,12.89,12.89,12.89,1,1,1,12.89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,0,0,0.84,0.0652,-0.84,-0.0652,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
07/09/2025,17,10,6,4,10,6,4,10,4,51.56,6,0,0,0,0,4,4,4,51.56,51.56,51.56,51.56,12.89,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,12.89,0.1,38.67,4.56,0,0,4.56,0.02608,34.11,2.7392,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4
08/09/2025,17,7,5,2,7,5,2,7,2,25.78,5,0,0,0,0,2,2,2,25.78,25.78,25.78,25.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.78,2.68,0,0,2.68,0.018628571,23.1,1.8696,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285714286
11/05/2025,18,7,4,3,7,4,3,7,3,38.67,4,0,0,0,0,3,3,3,38.67,38.67,38.67,38.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.67,3.32,0,0,3.32,0.027942857,35.35,2.8044,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.428571429
22/05/2025,18,4,2,2,4,2,2,4,2,25.78,2,0,0,0,0,2,2,2,25.78,25.78,25.78,25.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.78,2.08,0,0,2.08,0.0326,23.7,1.8696,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
02/06/2025,18,14,10,4,14,10,4,14,4,51.56,10,0,0,0,0,4,4,4,51.56,51.56,51.56,51.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.56,5.36,0,0,5.36,0.018628571,46.2,3.7392,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285714286
07/06/2025,18,2,2,0,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0.4,0,-0.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/06/2025,18,10,4,6,10,4,6,10,6,77.34,4,0,0,0,0,6,6,6,77.34,77.34,77.34,77.34,12.89,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,12.89,0.1,64.45,5.84,0,0,5.84,0.03912,58.61,4.6088,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6
09/06/2025,18,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.2,0,-0.2,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
16/06/2025,18,12,7,5,12,7,5,12,5,64.45,7,0,0,0,0,5,5,5,64.45,64.45,64.45,64.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.45,5.6,0,0,5.6,0.027166667,58.85,4.674,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.416666667
17/06/2025,18,4,3,1,4,3,1,4,1,12.89,3,0,0,0,0,1,1,1,12.89,12.89,12.89,12.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.89,1.44,0,0,1.44,0.0163,11.45,0.9348,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25
18/06/2025,18,3,1,2,3,1,2,3,2,25.78,1,0,0,0,0,2,2,2,25.78,25.78,25.78,25.78,12.89,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,1,0.333333333,12.89,0.333333333,12.89,1.88,0,0,1.88,0.043466667,11.01,0.8696,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667
19/06/2025,18,6,4,2,6,4,2,6,2,25.78,4,0,0,0,0,2,2,2,25.78,25.78,25.78,25.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.78,2.48,0,0,2.48,0.021733333,23.3,1.8696,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333
20/06/2025,18,7,4,3,7,4,3,7,3,38.67,4,0,0,0,0,3,3,3,38.67,38.67,38.67,38.67,12.89,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,1,0.142857143,12.89,0.142857143,25.78,3.32,0,0,3.32,0.027942857,22.46,1.8044,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.428571429
21/06/2025,18,8,5,3,8,5,3,8,3,38.67,5,0,0,0,0,3,3,3,38.67,38.67,38.67,38.67,12.89,0.125,0,0,0,0,0,0,0,0,0,0,0,0,1,0.125,12.89,0.125,25.78,3.52,0,0,3.52,0.02445,22.26,1.8044,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375
22/06/2025,18,13,8,5,13,8,5,13,5,64.45,8,0,0,0,0,5,5,5,64.45,64.45,64.45,64.45,12.89,0.076923077,0,0,0,0,0,0,0,0,0,0,0,0,1,0.076923077,12.89,0.076923077,51.56,5.8,0,0,5.8,0.025076923,45.76,3.674,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.384615385
23/06/2025,18,11,5,6,11,5,6,11,6,77.34,5,0,0,0,0,6,6,6,77.34,77.34,77.34,77.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.34,6.04,0,0,6.04,0.035563636,71.3,5.6088,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.545454545
24/06/2025,18,10,8,2,10,8,2,10,2,25.78,8,0,0,0,0,2,2,2,25.78,25.78,25.78,25.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.78,3.28,0,0,3.28,0.01304,22.5,1.8696,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2
26/06/2025,18,16,11,5,16,11,5,16,5,64.45,11,0,0,0,0,5,5,5,64.45,64.45,64.45,64.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.45,6.4,0,0,6.4,0.020375,58.05,4.674,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3125
27/06/2025,18,13,4,9,13,4,9,13,9,116.01,4,0,0,0,0,9,9,9,116.01,116.01,116.01,116.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.01,8.36,0,0,8.36,0.045138462,107.65,8.4132,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.692307692
28/06/2025,18,13,5,8,13,5,8,13,8,103.12,5,0,0,0,0,8,8,8,103.12,103.12,103.12,103.12,12.89,0.076923077,0,0,0,0,0,0,0,0,0,0,0,0,1,0.076923077,12.89,0.076923077,90.23,7.72,0,0,7.72,0.040123077,82.51,6.4784,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.615384615
29/06/2025,18,47,27,20,47,27,20,47,20,257.8,27,0,0,0,0,20,20,20,257.8,257.8,257.8,257.8,51.56,0.085106383,0,0,0,0,0,0,0,0,0,0,0,0,4,0.085106383,51.56,0.085106383,206.24,22.2,0,0,22.2,0.027744681,184.04,14.696,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.425531915
30/06/2025,18,27,14,13,27,14,13,27,13,167.57,14,0,0,0,0,13,13,13,167.57,167.57,167.57,167.57,51.56,0.148148148,0,0,0,0,1,0.037037037,12.89,0.037037037,0,0,0,0,3,0.111111111,38.67,0.111111111,116.01,13.72,0,0,13.72,0.031392593,102.29,8.1524,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.481481481
01/07/2025,18,33,12,21,33,12,21,33,21,270.69,12,0,0,0,0,21,21,21,270.69,270.69,270.69,270.69,25.78,0.060606061,0,0,0,0,0,0,0,0,0,0,0,0,2,0.060606061,25.78,0.060606061,244.91,20.04,0,0,20.04,0.041490909,224.87,17.6308,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.636363636
02/07/2025,18,6,5,1,6,5,1,6,1,12.89,5,0,0,0,0,1,1,1,12.89,12.89,12.89,12.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.89,1.84,0,0,1.84,0.010866667,11.05,0.9348,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667
06/07/2025,18,7,4,3,7,4,3,7,3,38.67,4,0,0,0,0,3,3,3,38.67,38.67,38.67,38.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.67,3.32,0,0,3.32,0.027942857,35.35,2.8044,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.428571429
17/07/2025,18,4,2,2,4,2,2,4,2,25.78,2,0,0,0,0,2,2,2,25.78,25.78,25.78,25.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.78,2.08,0,0,2.08,0.0326,23.7,1.8696,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
07/08/2025,18,11,7,4,11,7,4,11,4,51.56,7,0,0,0,0,4,4,4,51.56,51.56,51.56,51.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.56,4.76,0,0,4.76,0.023709091,46.8,3.7392,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.363636364
18/08/2025,18,5,3,2,5,3,2,5,2,25.78,3,0,0,0,0,2,2,2,25.78,25.78,25.78,25.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.78,2.28,0,0,2.28,0.02608,23.5,1.8696,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.4
26/08/2025,18,19,14,5,19,14,5,19,5,64.45,14,0,0,0,0,5,5,5,64.45,64.45,64.45,64.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.45,7,0,0,7,0.017157895,57.45,4.674,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.263157895
27/08/2025,18,4,1,3,4,1,3,4,3,38.67,1,0,0,0,0,3,3,3,38.67,38.67,38.67,38.67,12.89,0.25,0,0,0,0,0,0,0,0,0,0,0,0,1,0.25,12.89,0.25,25.78,2.72,0,0,2.72,0.0489,23.06,1.8044,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.75
28/08/2025,18,12,9,3,12,9,3,12,3,38.67,9,0,0,0,0,3,3,3,38.67,38.67,38.67,38.67,12.89,0.083333333,0,0,0,0,0,0,0,0,0,0,0,0,1,0.083333333,12.89,0.083333333,25.78,4.32,0,0,4.32,0.0163,21.46,1.8044,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25
29/08/2025,18,6,2,4,6,2,4,6,4,51.56,2,0,0,0,0,4,4,4,51.56,51.56,51.56,51.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.56,3.76,0,0,3.76,0.043466667,47.8,3.7392,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667
30/08/2025,18,10,2,8,10,2,8,10,8,103.12,2,0,0,0,0,8,8,8,103.12,103.12,103.12,103.12,12.89,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,12.89,0.1,90.23,7.12,0,0,7.12,0.05216,83.11,6.4784,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8
31/08/2025,18,13,8,5,13,8,5,13,5,64.45,8,0,0,0,0,5,5,5,64.45,64.45,64.45,64.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.45,5.8,0,0,5.8,0.025076923,58.65,4.674,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.384615385
01/09/2025,18,10,5,5,10,5,5,10,5,64.45,5,0,0,0,0,5,5,5,64.45,64.45,64.45,64.45,12.89,0.1,1,0.1,12.89,0.1,0,0,0,0,0,0,0,0,0,0,0,0,51.56,5.2,0,0,5.2,0.0326,46.36,3.674,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
02/09/2025,18,7,5,2,7,5,2,7,2,25.78,5,0,0,0,0,2,2,2,25.78,25.78,25.78,25.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.78,2.68,0,0,2.68,0.018628571,23.1,1.8696,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285714286
03/09/2025,18,4,1,3,4,1,3,4,3,38.67,1,0,0,0,0,3,3,3,38.67,38.67,38.67,38.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.67,2.72,0,0,2.72,0.0489,35.95,2.8044,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75
04/09/2025,18,9,6,3,9,6,3,9,3,38.67,6,0,0,0,0,3,3,3,38.67,38.67,38.67,38.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.67,3.72,0,0,3.72,0.021733333,34.95,2.8044,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333
05/09/2025,18,5,1,4,5,1,4,5,4,51.56,1,0,0,0,0,4,4,4,51.56,51.56,51.56,51.56,12.89,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2,12.89,0.2,38.67,3.56,0,0,3.56,0.05216,35.11,2.7392,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8
06/09/2025,18,18,11,7,18,11,7,18,7,90.23,11,0,0,0,0,7,7,7,90.23,90.23,90.23,90.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.23,8.08,0,0,8.08,0.025355556,82.15,6.5436,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.388888889
07/09/2025,18,10,6,4,10,6,4,10,4,51.56,6,0,0,0,0,4,4,4,51.56,51.56,51.56,51.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.56,4.56,0,0,4.56,0.02608,47,3.7392,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4
11/05/2025,19,5,2,3,5,2,3,5,3,38.67,2,0,0,0,0,3,3,3,38.67,38.67,38.67,38.67,38.67,0.6,0,0,0,0,0,0,0,0,2,0.4,25.78,0.4,1,0.2,12.89,0.2,0,72.92,70,1.08612,2.92,0.03912,-72.92,-5.626,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6
12/05/2025,19,10,6,4,10,6,4,10,4,51.56,6,0,0,0,0,4,4,4,51.56,51.56,51.56,51.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.56,4.56,0,0,4.56,0.02608,47,3.7392,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.4
13/05/2025,19,4,3,1,4,3,1,4,1,12.89,3,0,0,0,0,1,1,1,12.89,12.89,12.89,12.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.89,1.44,0,0,1.44,0.0163,11.45,0.9348,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25
14/05/2025,19,22,15,7,22,15,7,22,7,90.23,15,0,0,0,0,7,7,7,90.23,90.23,90.23,90.23,38.67,0.136363636,1,0.045454545,12.89,0.045454545,2,0.090909091,25.78,0.090909091,0,0,0,0,0,0,0,0,51.56,8.88,0,0,8.88,0.020745455,42.68,3.5436,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.318181818
15/05/2025,19,14,12,2,14,12,2,14,2,25.78,12,0,0,0,0,2,2,2,25.78,25.78,25.78,25.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.78,4.08,0,0,4.08,0.009314286,21.7,1.8696,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143
16/05/2025,19,6,4,2,6,4,2,6,2,25.78,4,0,0,0,0,2,2,2,25.78,25.78,25.78,25.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.78,2.48,0,0,2.48,0.021733333,23.3,1.8696,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333
17/05/2025,19,5,3,2,5,3,2,5,2,25.78,3,0,0,0,0,2,2,2,25.78,25.78,25.78,25.78,12.89,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2,12.89,0.2,12.89,2.28,0,0,2.28,0.02608,10.61,0.8696,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4
18/05/2025,19,5,3,2,5,3,2,5,2,25.78,3,0,0,0,0,2,2,2,25.78,25.78,25.78,25.78,12.89,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2,12.89,0.2,12.89,2.28,0,0,2.28,0.02608,10.61,0.8696,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.4
19/05/2025,19,5,2,3,5,2,3,5,3,38.67,2,0,0,0,0,3,3,3,38.67,38.67,38.67,38.67,12.89,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2,12.89,0.2,25.78,2.92,0,0,2.92,0.03912,22.86,1.8044,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6
20/05/2025,19,9,8,1,9,8,1,9,1,12.89,8,0,0,0,0,1,1,1,12.89,12.89,12.89,12.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.89,2.44,0,0,2.44,0.007244444,10.45,0.9348,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111
21/05/2025,19,11,5,6,11,5,6,11,6,77.34,5,0,0,0,0,6,6,6,77.34,77.34,77.34,77.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.34,6.04,0,0,6.04,0.035563636,71.3,5.6088,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.545454545
